fromBundle,cardinality,toBundle
haertefall.proc.qs,3,prozessereignismanager-referenzen.biz.api
dokumentenarchiv.ui.qs,1,prozessereignismanager-referenzen.biz.api
haertefall.ui,5,prozessereignismanager-referenzen.biz.api
prozessereignismanager.biz.qs.api,6,prozessereignismanager-referenzen.biz.api
fahrkosten.biz.qs,9,prozessereignismanager-referenzen.biz.api
fahrkosten.proc.qs,3,prozessereignismanager-referenzen.biz.api
vorgang.biz.qs.api,4,prozessereignismanager-referenzen.biz.api
kur.biz,8,prozessereignismanager-referenzen.biz.api
dokumentenaufnahme.biz.api,4,prozessereignismanager-referenzen.biz.api
abr-sonst-leistungserbringer.proc,14,prozessereignismanager-referenzen.biz.api
prozessereignismanager.biz.api,5,prozessereignismanager-referenzen.biz.api
rehasport.proc,5,prozessereignismanager-referenzen.biz.api
einstufungsverlauf.biz.api,8,prozessereignismanager-referenzen.biz.api
vorgang.biz.qs,2,prozessereignismanager-referenzen.biz.api
haertefall.biz.qs,9,prozessereignismanager-referenzen.biz.api
leistungsuebersicht-impl.biz,9,praevention.biz
praevention.proc,185,praevention.biz
gesundheitsprojekte.ui,2,praevention.biz
praevention.ui,368,praevention.biz
praevention.biz.qs,1055,praevention.biz
praevention.proc.qs,103,praevention.biz
praevention.ui.qs,65,praevention.biz
meinetk.web,46,praevention.biz
leistungen-basis.ui,62,rechnungswesen.ui
arbeitgeberbeitrag.ui,23,rechnungswesen.ui
eel.ui,56,rechnungswesen.ui
kinderkrankengeld.ui,19,rechnungswesen.ui
da-zahnaerzte.ui,55,rechnungswesen.ui
arbeitgeberleistung.ui,4,rechnungswesen.ui
widerspruch.ui,1,rechnungswesen.ui
kostenerstattung.ui,22,rechnungswesen.ui
diga.ui,3,rechnungswesen.ui
gesundheitsprojekte.ui,50,rechnungswesen.ui
beitragserstattung-aus-rente.ui,20,rechnungswesen.ui
krankenhausaufenthalt.ui,167,rechnungswesen.ui
mutterschaftsgeld.ui,9,rechnungswesen.ui
praevention.ui,11,rechnungswesen.ui
vertriebspartner.ui.impl,4,rechnungswesen.ui
leistungsrueckforderung.ui,24,rechnungswesen.ui
fahrkosten.ui.impl,16,rechnungswesen.ui
systemanforderungen.ui,6,rechnungswesen.ui
versorgungsabrechnung.ui.impl,44,rechnungswesen.ui
sozialhilfetraeger.ui,2,rechnungswesen.ui
haeusliche-krankenpflege.ui,123,rechnungswesen.ui
haushaltshilfe.ui,31,rechnungswesen.ui
datenaustausch-finanzverwaltung.ui,15,rechnungswesen.ui
leistungsaushilfe-ausland.ui,12,rechnungswesen.ui
tkkonto.ui,41,rechnungswesen.ui
bonusprogramm.ui,19,rechnungswesen.ui
rechnungswesen.ui.qs,1,rechnungswesen.ui
haertefall.ui,73,rechnungswesen.ui
pflegeunterstuetzungsgeld.ui,16,rechnungswesen.ui
apotheke.ui,29,rechnungswesen.ui
kieferorthopaedie.ui,48,rechnungswesen.ui
psychotherapie.ui,60,rechnungswesen.ui
sonstige-leistung.ui,84,rechnungswesen.ui
praevention.ui.qs,4,rechnungswesen.ui
kur.ui,106,rechnungswesen.ui
rechnungswesen-type.biz.qs,2,rechnungswesen.ui
pzr.ui.impl,2,rechnungswesen.ui
pflegeversicherung.ui,28,rechnungswesen.ui
hilfsmittelversorgung.ui,8,rechnungswesen.ui
datenaustausch-eessi.ui,64,rechnungswesen.ui
konfigurierbare-leistung.ui,47,rechnungswesen.ui
da-aerzte-hybrid-drg.ui.qs,2,rechnungswesen.ui
zahnersatz.ui,44,rechnungswesen.ui
da-aerzte-kollektiv.biz,166,kv-verzeichnis.biz
leistungen-basis.ui,7,kv-verzeichnis.biz
apothekenabrechnung.biz,14,kv-verzeichnis.biz
da-za-leistungsantraege.ui.impl,2,kv-verzeichnis.biz
arztgebuehrenpositionen-api.biz,11,kv-verzeichnis.biz
datenaustausch-eessi.leistung.api,1,kv-verzeichnis.biz
behandlerverzeichnis.biz.api,3,kv-verzeichnis.biz
behandlerverzeichnis-components.ui.qs,9,kv-verzeichnis.biz
versorgungsabrechnung.biz.qs,6,kv-verzeichnis.biz
psychotherapie.biz.qs,2,kv-verzeichnis.biz
da-aerzte-hzv.biz.qs,106,kv-verzeichnis.biz
zuzahlung.biz,4,kv-verzeichnis.biz
sozialhilfetraeger-abrechnung.biz.qs,39,kv-verzeichnis.biz
da-za-leistungsantraege.biz.api,1,kv-verzeichnis.biz
kv-verzeichnis-rollen.biz,39,kv-verzeichnis.biz
apothekenabrechnung.biz.qs,7,kv-verzeichnis.biz
da-aerzte-kollektiv.ui,121,kv-verzeichnis.biz
gutachterverzeichnis.biz,34,kv-verzeichnis.biz
hzv.biz,15,kv-verzeichnis.biz
gesundheitskarte.biz.qs,66,kv-verzeichnis.biz
da-zahnaerzte.ui,167,kv-verzeichnis.biz
behandlerverzeichnis.biz.qs,138,kv-verzeichnis.biz
kostenerstattung.biz.qs,25,kv-verzeichnis.biz
krankenhausverzeichnis.ui,17,kv-verzeichnis.biz
da-aerzte-kollektiv.biz.qs,104,kv-verzeichnis.biz
leistungen-basis.biz,2,kv-verzeichnis.biz
meinetk.web.qs,27,kv-verzeichnis.biz
da-za-leistungsantraege.biz.qs,4,kv-verzeichnis.biz
meinetk.ui,18,kv-verzeichnis.biz
mitteilungsmanagement-basis.biz,23,kv-verzeichnis.biz
datenaustausch-eessi.biz,16,kv-verzeichnis.biz
kostenerstattung.ui,49,kv-verzeichnis.biz
da-za-leistungsantraege.biz.impl,10,kv-verzeichnis.biz
arzneimittelverzeichnis.biz,38,kv-verzeichnis.biz
datenaustausch-eessi.biz.qs,3,kv-verzeichnis.biz
krankenhausverzeichnis.biz.qs,1,kv-verzeichnis.biz
kv-verzeichnis.biz.qs,200,kv-verzeichnis.biz
zusatzvertrag.biz,1,kv-verzeichnis.biz
sozialhilfetraeger.biz.qs,3,kv-verzeichnis.biz
da-zahnaerzte.biz,252,kv-verzeichnis.biz
krankenhausaufenthalt.ui,21,kv-verzeichnis.biz
gutachterverzeichnis.ui.qs,95,kv-verzeichnis.biz
leistungsrueckforderung.ui,30,kv-verzeichnis.biz
gesundheitskarte.ui,2,kv-verzeichnis.biz
crm.ui,34,kv-verzeichnis.biz
da-za-leistungsantraege.biz.qs.api,4,kv-verzeichnis.biz
versorgungsabrechnung.ui.impl,65,kv-verzeichnis.biz
sozialhilfetraeger.ui,29,kv-verzeichnis.biz
kieferorthopaedie.biz,25,kv-verzeichnis.biz
gutachterverzeichnis-components.ui,28,kv-verzeichnis.biz
hzv.ui,1,kv-verzeichnis.biz
behandlerverzeichnis-components.ui,33,kv-verzeichnis.biz
krankenhausverzeichnis.biz,30,kv-verzeichnis.biz
sozialhilfetraeger.ui.qs,4,kv-verzeichnis.biz
gesundheitskarte.biz,19,kv-verzeichnis.biz
krankenhausaufenthalt.biz.qs,5,kv-verzeichnis.biz
zusatzvertrag-batch.biz.qs,2,kv-verzeichnis.biz
diseasemanagement.biz,77,kv-verzeichnis.biz
asv-verzeichnis.biz,5,kv-verzeichnis.biz
da-aerzte-hzv.ui,24,kv-verzeichnis.biz
leistungsaushilfe-ausland.ui,4,kv-verzeichnis.biz
leistungsrueckforderung.biz,37,kv-verzeichnis.biz
gutachterverzeichnis.ui,100,kv-verzeichnis.biz
da-aerzte-hzv.biz,82,kv-verzeichnis.biz
arztgebuehrenpositionen.biz,6,kv-verzeichnis.biz
da-aerzte-kollektiv.ui.qs,7,kv-verzeichnis.biz
da-aerzte-asv.biz.qs,1,kv-verzeichnis.biz
zahnersatz.biz.qs,3,kv-verzeichnis.biz
gutachterverzeichnis.biz.qs,8,kv-verzeichnis.biz
mitteilungsmanagement.biz,2,kv-verzeichnis.biz
diseasemanagement.biz.qs,68,kv-verzeichnis.biz
zuzahlung.ui,12,kv-verzeichnis.biz
sozialhilfetraeger.biz,12,kv-verzeichnis.biz
sonstige-leistung.biz,6,kv-verzeichnis.biz
da-aerzte-hzv.biz.api,4,kv-verzeichnis.biz
kieferorthopaedie.ui,17,kv-verzeichnis.biz
da-zahnaerzte.biz.qs,245,kv-verzeichnis.biz
kv-verzeichnis.ui,52,kv-verzeichnis.biz
sonstige-leistung.ui,23,kv-verzeichnis.biz
mitteilungsmanagement-basis.biz.qs,2,kv-verzeichnis.biz
zahnersatz.biz,9,kv-verzeichnis.biz
kieferorthopaedie.biz.qs,24,kv-verzeichnis.biz
leistungsaushilfe-ausland.biz,39,kv-verzeichnis.biz
kostenerstattung.biz,84,kv-verzeichnis.biz
leistungsrueckforderung.biz.qs,8,kv-verzeichnis.biz
tk-patientenquittung.biz,31,kv-verzeichnis.biz
behandlerverzeichnis.ui,68,kv-verzeichnis.biz
sozialhilfetraeger-abrechnung.biz,39,kv-verzeichnis.biz
datenaustausch-eessi.ui,25,kv-verzeichnis.biz
diseasemanagement.ui,46,kv-verzeichnis.biz
leistungsrueckforderung.leistung.api,2,kv-verzeichnis.biz
tk-patientenquittung.biz.qs,25,kv-verzeichnis.biz
kv-verzeichnis-rollen.biz.qs,22,kv-verzeichnis.biz
tk.sys.gui.test,1,kv-verzeichnis.biz
meinetk.web,16,kv-verzeichnis.biz
versorgungsabrechnung.biz.impl,14,kv-verzeichnis.biz
fusionsarchiv-dmp.ui,1,kv-verzeichnis.biz
hzv.biz.qs,28,kv-verzeichnis.biz
arztgebuehrenpositionen.biz.qs,18,kv-verzeichnis.biz
zusatzvertrag-batch.biz,1,kv-verzeichnis.biz
krankenhausaufenthalt.biz,29,kv-verzeichnis.biz
da-aerzte-asv.biz,16,kv-verzeichnis.biz
behandlerverzeichnis.biz,76,kv-verzeichnis.biz
leistungsaushilfe-ausland.biz.qs,4,kv-verzeichnis.biz
zahnersatz.ui,24,kv-verzeichnis.biz
pflegeversicherung.web,55,pflegeversicherung.biz.impl
pflegeversicherung.proc,1500,pflegeversicherung.biz.impl
pflegeversicherung.proc.qs,25,pflegeversicherung.biz.impl
testdaten-pflegeversicherung.ui.impl,254,pflegeversicherung.biz.impl
pflegeversicherung.ui,21397,pflegeversicherung.biz.impl
testdaten-pflegeversicherung.biz.impl,619,pflegeversicherung.biz.impl
studienverlauf.biz.qs,1,meinetk.web
meinetk.web.qs,13249,meinetk.web
meinetk.ui,937,meinetk.web
praevention.biz.qs,5,meinetk.web
meinetk.ext.inbound,20,meinetk.web
zahnersatz.biz.qs,5,meinetk.web
meinetk.ext.outbound.qs,34,meinetk.web
meinetk.biz.qs,1,meinetk.web
mutterschaftsgeld.biz.qs,97,meinetk.web
unfall.biz.qs,6,meinetk.web
versichertenbestandsfuehrung.biz.qs,32,meinetk.web
tk-patientenquittung.biz.qs,6,meinetk.web
haertefall.biz.qs,5,meinetk.web
hzv.ui.qs,1,tk.sys.boi.test
da-aerzte-hzv.biz.qs,8,tk.sys.boi.test
studienverlauf.biz.qs,4,tk.sys.boi.test
leistungen-basis.biz.qs,40,tk.sys.boi.test
apothekenabrechnung.biz.qs,5,tk.sys.boi.test
tk.sys.security.test,5,tk.sys.boi.test
schulung.qs,1,tk.sys.boi.test
organisationsverwaltung.biz.qs,23,tk.sys.boi.test
icd.biz.qs,7,tk.sys.boi.test
kur.biz.qs,16,tk.sys.boi.test
tk.sys.test,5,tk.sys.boi.test
tk.sys.boi.qs,99,tk.sys.boi.test
crm.biz.qs,5,tk.sys.boi.test
dokumentenklasse.biz.qs,1,tk.sys.services.deploy
crmbasis.biz.qs,1,tk.sys.services.deploy
tk.sys.boi.qs,1,tk.sys.services.deploy
leistungen-basis.ui,43,tk.sys.gui.gbo
studienverlauf.ui,47,tk.sys.gui.gbo
korrespondenz.ui.qs,71,tk.sys.gui.gbo
vollmacht.ui.impl,8,tk.sys.gui.gbo
crm-components.ui,73,tk.sys.gui.gbo
selvteilnahme.ui,65,tk.sys.gui.gbo
praeventionskurs.ui,1,tk.sys.gui.gbo
neuaufnahmemanager.ui,20,tk.sys.gui.gbo
behandlerverzeichnis-components.ui.qs,14,tk.sys.gui.gbo
geschaeftspartner.ui,196,tk.sys.gui.gbo
fusionsarchiv-stammdaten.ui,1,tk.sys.gui.gbo
arbeitgeberbeitrag.ui,373,tk.sys.gui.gbo
eel.ui,70,tk.sys.gui.gbo
da-aerzte-kollektiv.ui,7,tk.sys.gui.gbo
unfall-components.ui,38,tk.sys.gui.gbo
da-zahnaerzte.ui,1,tk.sys.gui.gbo
versichertenbestandsfuehrung.ui,42,tk.sys.gui.gbo
krankenhausverzeichnis.ui,1,tk.sys.gui.gbo
sozv-meldungen.ui,19,tk.sys.gui.gbo
vorgang-components.ui,29,tk.sys.gui.gbo
arbeitsagentur.ui,2,tk.sys.gui.gbo
widerspruch.ui,106,tk.sys.gui.gbo
unfall.ui,101,tk.sys.gui.gbo
geschaeftspartner-vertreterauskunft.ui,1,tk.sys.gui.gbo
kur.ui.qs,27,tk.sys.gui.gbo
arbeitgeberbestandsfuehrung.ui,8,tk.sys.gui.gbo
prozess.ui,50,tk.sys.gui.gbo
versorgungsbezug-meldungen.ui,53,tk.sys.gui.gbo
medizinproduktregress.ui.impl,63,tk.sys.gui.gbo
chroniker.ui,7,tk.sys.gui.gbo
tk.sys.gui.gbo.qs,991,tk.sys.gui.gbo
gesundheitsprojekte.ui,1,tk.sys.gui.gbo
prozessereignismanager.ui.impl,13,tk.sys.gui.gbo
seminarverwaltung.ui,89,tk.sys.gui.gbo
krankenhausaufenthalt.ui,18,tk.sys.gui.gbo
vertriebspartner.ui.impl,37,tk.sys.gui.gbo
dokumentenarchiv.ui,83,tk.sys.gui.gbo
leistungsrueckforderung.ui,75,tk.sys.gui.gbo
fahrkosten.ui.impl,47,tk.sys.gui.gbo
gesundheitskarte.ui,29,tk.sys.gui.gbo
crm.ui,103,tk.sys.gui.gbo
versorgungsabrechnung.ui.impl,272,tk.sys.gui.gbo
sozialhilfetraeger.ui,53,tk.sys.gui.gbo
duebak-meldungen.ui,11,tk.sys.gui.gbo
haeusliche-krankenpflege.ui,165,tk.sys.gui.gbo
behandlerverzeichnis-components.ui,1,tk.sys.gui.gbo
seminarverwaltung.ui.qs,7,tk.sys.gui.gbo
datenaustausch-finanzverwaltung.ui,6,tk.sys.gui.gbo
dokumentenaufnahme.ui.impl,14,tk.sys.gui.gbo
arbeitgeberbestandsfuehrung-einstieg.ui,2,tk.sys.gui.gbo
gerichtsverzeichnis.ui.impl,1,tk.sys.gui.gbo
prozess.ui.qs,6,tk.sys.gui.gbo
leistungsaushilfe-ausland.ui,25,tk.sys.gui.gbo
tkkonto.ui,313,tk.sys.gui.gbo
korrespondenz.ui,354,tk.sys.gui.gbo
sonst-leistungsrueckforderung.ui.impl,12,tk.sys.gui.gbo
ik-inhaber-verzeichnis.ui,1,tk.sys.gui.gbo
schriftgut-archiv.ui,51,tk.sys.gui.gbo
geschaeftspartner-application.ui,50,tk.sys.gui.gbo
gkkmitgliederarchiv.ui,1,tk.sys.gui.gbo
insolvenzmanagement.ui,24,tk.sys.gui.gbo
dokumentenarchiv.ui.qs,39,tk.sys.gui.gbo
haeusliche-krankenpflege.ui.qs,7,tk.sys.gui.gbo
vertrieb.ui,21,tk.sys.gui.gbo
zuzahlung.ui,68,tk.sys.gui.gbo
ik-inhaber-verzeichnis-suche.ui,6,tk.sys.gui.gbo
zusatzvertrag.ui,12,tk.sys.gui.gbo
tk.sys.gui.editpattern.test,8,tk.sys.gui.gbo
pflegeunterstuetzungsgeld.ui,26,tk.sys.gui.gbo
mitgliederbeitrag.ui,33,tk.sys.gui.gbo
apotheke.ui,64,tk.sys.gui.gbo
kassenwechselmeldungen.ui.impl,34,tk.sys.gui.gbo
gesundheitskarte.ui.qs,17,tk.sys.gui.gbo
versorgungsbezug-meldungen.ui.qs,6,tk.sys.gui.gbo
vorgang.ui,121,tk.sys.gui.gbo
arbeitsunfaehigkeit.ui,63,tk.sys.gui.gbo
kurverzeichnis.ui,1,tk.sys.gui.gbo
geschaeftspartner.ui.impl,11,tk.sys.gui.gbo
vorgang-application.ui,28,tk.sys.gui.gbo
akquise.ui.impl,2,tk.sys.gui.gbo
mitteilungsmanagement.ui,81,tk.sys.gui.gbo
vertriebspartner.ui.qs,8,tk.sys.gui.gbo
kur.ui,226,tk.sys.gui.gbo
e-nachricht.ui.impl,20,tk.sys.gui.gbo
interessent.ui,1,tk.sys.gui.gbo
pflegeversicherung.ui,317,tk.sys.gui.gbo
testdatenmanagement.ui,26,tk.sys.gui.gbo
datenaustausch-eessi.ui,139,tk.sys.gui.gbo
versichertenbestandsfuehrung.ui.qs,42,tk.sys.gui.gbo
mdkverzeichnis.ui,26,tk.sys.gui.gbo
tk.sys.gui.test,379,tk.sys.gui.gbo
versorgungsangebot.ui,30,tk.sys.gui.gbo
pflegeversicherung.biz.impl,1,tk.sys.gui.gbo
ui-testtools.ui,9,tk.sys.gui.gbo
rechnungswesen.ui,709,tk.sys.gui.gbo
zentralregistratur.ui,98,tk.sys.gui.gbo
rehasport.ui.impl,2,tk.sys.gui.gbo
zentralregistratur.ui.qs,17,tk.sys.gui.gbo
entsendung.ui,388,tk.sys.gui.gbo
zahnersatz.ui,25,tk.sys.gui.gbo
kinderkrankengeld.biz,3,vertrag.biz
hzv.biz,2,vertrag.biz
gesundheitsdividende.biz,2,vertrag.biz
kostenerstattung.ui,2,vertrag.biz
zusatzvertrag.biz,1166,vertrag.biz
zusatzvertrag.biz.api,2,vertrag.biz
zusatzvertrag-batch.biz.qs,37,vertrag.biz
arbeitsunfaehigkeit.biz,6,vertrag.biz
sonstige-leistung.biz,1,vertrag.biz
zusatzvertrag.ui,752,vertrag.biz
zusatzvertrag-extern.biz,56,vertrag.biz
leistungen-pruefungen.biz,1,vertrag.biz
arbeitsunfaehigkeit.biz.qs,4,vertrag.biz
zusatzvertrag.biz.qs,266,vertrag.biz
kostenerstattung.biz,5,vertrag.biz
zusatzvertrag.ui.qs,3,vertrag.biz
meinetk.web,4,vertrag.biz
zusatzvertrag-batch.biz,488,vertrag.biz
praeventionskurs.ui,6,adress-service.biz
arbeitgeberbestandsfuehrung.biz,8,adress-service.biz
inbound-versicherter.ext.inbound.qs,3,adress-service.biz
vollmacht.biz.impl,4,adress-service.biz
akquise.biz.impl,20,adress-service.biz
pflegeperson.biz.qs,15,adress-service.biz
praeventionskurs.biz.qs,1,adress-service.biz
akquise.biz.qs,8,adress-service.biz
studienverlauf.biz,2,adress-service.biz
gesundheitskarte.biz.qs,18,adress-service.biz
behandlerverzeichnis.biz.qs,19,adress-service.biz
versichertenbestandsfuehrung.ui,28,adress-service.biz
akquise.proc.qs,5,adress-service.biz
pflegeperson.biz.impl,6,adress-service.biz
adress-service.biz.qs,530,adress-service.biz
fahrkosten.biz.impl,5,adress-service.biz
vertriebspartner.ui.impl,2,adress-service.biz
gutachterverzeichnis.ui.qs,2,adress-service.biz
crm.ui,8,adress-service.biz
versorgungsabrechnung.ui.impl,2,adress-service.biz
gesundheitskarte.biz,14,adress-service.biz
interessent-pflege.biz,11,adress-service.biz
pflegeperson.proc,10,adress-service.biz
uicomponents.ui,22,adress-service.biz
geschaeftspartner.biz,6,adress-service.biz
akquise.proc,13,adress-service.biz
versichertenbestandsfuehrung.biz,45,adress-service.biz
rechnungswesen.biz,2,adress-service.biz
gesundheitskarte.ui.qs,16,adress-service.biz
fahrkosten.biz.qs,9,adress-service.biz
kvnr-meldungen.biz.qs,2,adress-service.biz
tk.de.web,6,adress-service.biz
akquise.ui.impl,11,adress-service.biz
kvnr-meldungen.biz.impl,12,adress-service.biz
sozv-meldungen.biz,6,adress-service.biz
mitgliederbeitrag.biz,1,adress-service.biz
zahnersatz.biz,1,adress-service.biz
adress-service.ui,71,adress-service.biz
pflegeperson.ui.impl,4,adress-service.biz
ik-inhaber-verzeichnis.biz,2,adress-service.biz
praeventionskurs.biz,3,adress-service.biz
sozv-meldungen.biz.qs,13,adress-service.biz
inbound-versicherter.ext.inbound,3,adress-service.biz
ik-inhaber-verzeichnis.biz.qs,6,adress-service.biz
meinetk.web,2,adress-service.biz
pflegeversicherung.biz.impl,12,adress-service.biz
melderegisterabgleich.biz.impl,23,adress-service.biz
adress-service.ui.qs,5,adress-service.biz
behandlerverzeichnis.biz,28,adress-service.biz
abr-sonst-leistungserbringer.biz.qs,20,ik-inhaber-verzeichnis.biz.qs
ik-inhaber-verzeichnis.ui.qs,188,ik-inhaber-verzeichnis.biz.qs
abr-sonst-leistungserbringer.proc.qs,24,ik-inhaber-verzeichnis.biz.qs
geschaeftspartner.ui.qs,10,ik-inhaber-verzeichnis.biz.qs
sonstiger-geschaeftspartner.biz.qs,12,ik-inhaber-verzeichnis.biz.qs
versorgungsangebot.biz.qs,5,ik-inhaber-verzeichnis.biz.qs
geschaeftspartner.biz.qs,281,ik-inhaber-verzeichnis.biz.qs
krankenhausverzeichnis.biz.qs,2,krankenhausverzeichnis-systemanforderungen.biz
fusionsarchiv-beleg.ui,221,fusionsarchiv-beleg.biz
da-aerzte-kollektiv.biz,11,leistungsrueckforderung.leistung.api
apothekenabrechnung.biz,6,leistungsrueckforderung.leistung.api
apothekenabrechnung.biz.qs,31,leistungsrueckforderung.leistung.api
da-zahnaerzte.ui,1,leistungsrueckforderung.leistung.api
da-aerzte-kollektiv.biz.qs,10,leistungsrueckforderung.leistung.api
da-zahnaerzte.biz,50,leistungsrueckforderung.leistung.api
krankenhausaufenthalt.ui,1,leistungsrueckforderung.leistung.api
kur.biz.qs,3,leistungsrueckforderung.leistung.api
krankenhausaufenthalt.biz.qs,1,leistungsrueckforderung.leistung.api
leistungsrueckforderung.biz,867,leistungsrueckforderung.leistung.api
da-sonstigeleistungserbringer.biz,10,leistungsrueckforderung.leistung.api
da-aerzte-asv.biz.qs,15,leistungsrueckforderung.leistung.api
sonstige-leistung.biz,7,leistungsrueckforderung.leistung.api
rsa-clearing.biz,2,leistungsrueckforderung.leistung.api
kur.biz,97,leistungsrueckforderung.leistung.api
mutterschaftsgeld.biz.qs,9,leistungsrueckforderung.leistung.api
leistungsrueckforderung.biz.qs,161,leistungsrueckforderung.leistung.api
rsa-clearing.biz.qs,2,leistungsrueckforderung.leistung.api
mutterschaftsgeld.biz,6,leistungsrueckforderung.leistung.api
da-sonstigeleistungserbringer.biz.qs,9,leistungsrueckforderung.leistung.api
krankenhausaufenthalt.biz,78,leistungsrueckforderung.leistung.api
da-aerzte-asv.biz,26,leistungsrueckforderung.leistung.api
versorgungsangebot.biz,3,integrierteversorgung.biz
versorgungsangebot.biz.qs,12,integrierteversorgung.biz
pflegeversicherung.web,4,tk.sys.user
datenaustausch-finanzverwaltung.biz.qs,3,tk.sys.user
einstufungsverlauf.biz,69,tk.sys.user
da-aerzte-kollektiv.biz,5,tk.sys.user
sonstiger-geschaeftspartner.biz,45,tk.sys.user
hochschul-meldungen.biz,3,tk.sys.user
korrespondenz.ui.qs,2,tk.sys.user
crm-components.ui,14,tk.sys.user
schriftgut-archiv.biz,8,tk.sys.user
unfall.biz,15,tk.sys.user
arbeitgeberbestandsfuehrung.biz,26,tk.sys.user
geschaeftspartner.ui,2,tk.sys.user
da-basis.biz.qs,1,tk.sys.user
tk.sys.releasetest,2,tk.sys.user
organisationsverwaltung.biz,38,tk.sys.user
zuzahlung.biz,14,tk.sys.user
tk.sys.security,41,tk.sys.user
arbeitgeberbeitrag.biz,6,tk.sys.user
haertefall.proc,3,tk.sys.user
fusionsarchiv-stammdaten.ui,20,tk.sys.user
selvteilnahme.biz,2,tk.sys.user
kinderkrankengeld.biz,77,tk.sys.user
tk.sys.process.bpm.qs,4,tk.sys.user
vollmacht.biz.impl,12,tk.sys.user
dokumentenaufnahme.biz,5,tk.sys.user
tk.sys.boi.persistence.qs,5,tk.sys.user
akquise.biz.impl,1,tk.sys.user
microservice-pilot.biz.impl,2,tk.sys.user
dokumentenaufnahme.biz.qs,3,tk.sys.user
da-aerzte-hybrid-drg.biz.impl,5,tk.sys.user
entsendung.biz.qs,12,tk.sys.user
tk.sys.usersession,5,tk.sys.user
pflegeversicherung.proc,1,tk.sys.user
schriftgut-archiv.biz.qs,6,tk.sys.user
korrespondenz.biz,18,tk.sys.user
mutterschaftsgeld.proc,1,tk.sys.user
leistungen-basis.biz.qs,4,tk.sys.user
eingabe-protokoll.biz,3,tk.sys.user
tk.sys.process.bpm,8,tk.sys.user
haeusliche-krankenpflege.biz,1,tk.sys.user
vertrieb.ext.inbound,19,tk.sys.user
crmbasis.biz,32,tk.sys.user
da-aerzte-kollektiv.ui,1,tk.sys.user
gutachterverzeichnis.biz,4,tk.sys.user
meinetk.biz,93,tk.sys.user
tk.sys.communication.requestbroker,2,tk.sys.user
leistungsuebersicht.biz,1,tk.sys.user
hzv.biz,7,tk.sys.user
studienverlauf.biz,40,tk.sys.user
gesundheitskarte.biz.qs,45,tk.sys.user
pzr.biz.impl,13,tk.sys.user
einstufungsverlauf.ui,2,tk.sys.user
behandlerverzeichnis.biz.qs,5,tk.sys.user
tk.sys.eai.adapter.batch.qs,1,tk.sys.user
sonstige-leistung-basis.biz,39,tk.sys.user
tk.sys.tkx,4,tk.sys.user
da-aerzte-kollektiv.biz.qs,1,tk.sys.user
leistungen-basis.biz,21,tk.sys.user
rente.biz,9,tk.sys.user
crm.biz,32,tk.sys.user
kunde-vor-ort.biz,4,tk.sys.user
sozv-meldungen.ui,1,tk.sys.user
tk.db.statistic,26,tk.sys.user
