bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
dhd.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1416,IT.TA.BCRM,Digital Service Solutions (DSS)
tk.batch.auskunft,DEV-FRAMEWORK/TOOL,463,IT.AF.FRW,Framework EAI
duebak-meldungen.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,781,IT.TA.KMEL,Datenuebermittlung BA - DÜBAK
unfall.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,819,IT.TA.LEBQ,Unfall
everordnungmanager.ext.inbound,DEV-APP/EXTERN/INBOUND,1095,IT.AF.PIM,eVerordnung Manager
asv-verzeichnis.biz.qs,QS-APP/BIZ,1639,IT.TA.LEVE,DA Ambulante spezialfachaerztliche Versorgung
krebsregister-stammdaten.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,715,IT.TA.LEVE,Krebsregister
leistungen-basis.ui.qs.api,QS-APP/UI,1834,IT.TA.LEBQ,Leistungen-Basis
selvabrechnung.ui,DEV-APP/UI/APPLICATION,1344,IT.TA.LEVE,DA Integrierte Versorgung
korrespondenz-type.biz,DEV-APP/BIZ/BASIS/INTERAKTION,663,IT.BA.DOC,Kiss24-TKeasy
tracking.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,722,IT.TA.BCRM,Vorgangstracking
da-aerzte-asv.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,973,IT.TA.LEVE,DA Ambulante spezialfachaerztliche Versorgung
gesundheitsprojekte.biz.qs,QS-APP/BIZ,1658,IT.TA.LEBQ,Gesundheitsprojekte
tk.db.primitive,DEV-FRAMEWORK/DB,335,IT.AF.FRW,Framework Persistenz
jetty-http,EXTERNAL,146,Unbekannt,Unbekannt
krankenhausaufenthalt.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,888,IT.TA.LEVE,Krankenhausaufenthalt
krankenhausaufenthalt.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,920,IT.TA.LEVE,Krankenhausaufenthalt
seminarverwaltung.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,872,IT.TA.BCRM,Seminarverwaltung
zentralregistratur.ui.qs,QS-APP/UI,1860,IT.TA.WAVE,Registratur
tk.sys.eai.transport.jms,DEV-FRAMEWORK/EAI,385,IT.AF.FRW,Framework EAI
kassenwechsel-leistungsdaten.biz.qs,QS-APP/BIZ,1591,IT.TA.LEVE,Kassenwechsel-Leistungsdaten
vorgang.biz.qs,QS-APP/BIZ,1506,IT.AF.PIM,Vorgangssystem
crm-imail.ui,DEV-APP/UI/COMPONENT,1111,IT.TA.BCRM,CRM
testdaten-kur.ui,DEV-APP/UI/TESTDATEN,1391,IT.TA.LEVE,Kur
arbeitgeberbeitrag.biz.qs,QS-APP/BIZ,1643,IT.TA.BCRM,Arbeitgeberbeitrag
geocodingservice.biz.qs,QS-APP/BIZ,1459,IT.TA.KEGK,Geschaeftspartner
type,DEV-TYPE,562,IT.AF.DD,Übergreifende fachliche Typen (biz-type)
influxdb,EXTERNAL,-1,Unbekannt,Unbekannt
ems.web.qs,QS-APP/WEB,1927,IT.ON.ONG,E-Mail Marketing System
versichertenbestandsfuehrung.biz.impl,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,726,IT.TA.KEGK,Versichertenbestandsfuehrung
tk.sys.eai.transport.aq.qs,QS-FRAMEWORK/QS,497,IT.AF.FRW,Framework EAI
jsqlparser,EXTERNAL,33,Unbekannt,Unbekannt
optimization,DEV-APP/OPTIMIZATION,1099,IT.AF.FRW,Optimization
fv-meldungen.ui,DEV-APP/UI/APPLICATION,1274,IT.TA.KMEL,FV-Meldungen
haertefall.ui.api,DEV-APP/UI/COMPONENT,1164,IT.TA.LEBQ,Haertefall - Belastungsgrenze
javax.xml.rpc-api,EXTERNAL,155,Unbekannt,Unbekannt
versorgungsabrechnung.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,899,IT.TA.LEVE,Ambulante Versorgungsabrechnungen
zentralregistratur.ui,DEV-APP/UI/APPLICATION,1226,IT.TA.WAVE,Registratur
medizinproduktregress.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,876,IT.TA.LEBQ,Medizinproduktregress
tk.qs.sys.boi.test,QS-INTEGRATIONTEST/SERVER,1959,IT.AF.FRW,Integrationstests
leistung-services.ze.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,806,IT.TA.LEBQ,Leistung-Services
connector-api,EXTERNAL,80,Unbekannt,Unbekannt
prozessdatencontainer.biz.qs,QS-APP/BIZ,1629,IT.AF.PIM,Vorgangssystem
SecPKIApi,EXTERNAL,35,Unbekannt,Unbekannt
org.jvnet.staxex.stax-ex,EXTERNAL,114,Unbekannt,Unbekannt
tk.de.ui.qs,QS-APP/UI,1900,IT.ON.OGP2,tk.de
tk.sys.eai.adapter.batch,DEV-FRAMEWORK/EAI,398,IT.AF.FRW,Framework EAI
tk-termin.web,DEV-APP/WEB/TK.DE,1073,IT.ON.OGP2,TK-Termin
da-aerzte-hybrid-drg.ui.impl,DEV-APP/UI/APPLICATION,1248,IT.TA.LEVE,DA Ärzte Hybrid-DRG
kim-log.ui.qs,QS-APP/UI,1776,IT.AF.PIM,Kommunikation im Medizinwesen Log
tk.sys.injection.qs,QS-FRAMEWORK/QS,504,IT.AF.FRW,Framework Server
mbkarchiv.biz.qs,QS-APP/BIZ,1664,IT.TA.BCRM,Mitgliederbeitrag
prozessereignismanager-referenzen.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,638,IT.AF.PEP,Geschaeftsprozess
meldungen-basis.ui.qs,QS-APP/UI,1875,IT.TA.KMEL,Meldungen-Basis
praevention.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,967,IT.TA.LEBQ,Praevention
everordnungmanager.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1437,IT.AF.PIM,eVerordnung Manager
rechnungswesen.ui,DEV-APP/UI/COMPONENT,1168,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
zentralregistratur.biz.qs,QS-APP/BIZ,1620,IT.TA.WAVE,Registratur
dividende.biz.qs,QS-APP/BIZ,1494,IT.TA.BCRM,Dividendenverlauf
org.objenesis,EXTERNAL,165,Unbekannt,Unbekannt
kv-verzeichnis.biz,DEV-APP/BIZ/VERZEICHNIS,615,IT.TA.WAVE,Behandler-Verzeichnis
pflegeversicherung.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,927,IT.TA.PV,Pflegeversicherung
meinetk.web,DEV-APP/WEB/MEINETK,1075,IT.ON.ONB1,MeineTK
tk.sys.boi.test,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,381,IT.AF.FRW,Framework Server
tk.sys.services.deploy,DEV-FRAMEWORK/EAI,412,IT.AF.FRW,Framework Server
tk.sys.gui.gbo,DEV-FRAMEWORK/GUI-APPLICATION,450,IT.AF.FRW,Framework GUI
jgraphlayout,EXTERNAL,-1,Unbekannt,Unbekannt
datenaustausch-eessi.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1423,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
vertrag.biz,DEV-APP/BIZ/BASIS/STRUKTUR,633,IT.AF.ARC,Anwendungs Infrastruktur
Kernpruefung-API,EXTERNAL,117,Unbekannt,Unbekannt
proko-schriftgut-beispiel.proc.api,DEV-APP/BIZ/GESCHAEFTSPROZESS,1036,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
kv-verzeichnis-rollen.biz.qs,QS-APP/BIZ,1617,IT.TA.WAVE,Behandler-Verzeichnis
adress-service.biz,DEV-APP/BIZ/BASIS/STRUKTUR,624,IT.TA.KEGK,Adress-Service
ik-inhaber-verzeichnis.biz.qs,QS-APP/BIZ,1496,IT.TA.KEGK,Geschaeftspartner
aub-verarbeitung.biz.qs,QS-APP/BIZ,1611,IT.TA.GL,Entgeltersatzleistungen
sonstiger-geschaeftspartner-systemanforderungen.biz.qs,QS-APP/BIZ,1668,IT.TA.KEGK,Geschaeftspartner
personalisierte-secpruefung.biz.qs,QS-APP/BIZ,1458,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
mx4j-tools-p,EXTERNAL,124,Unbekannt,Unbekannt
krankenhausverzeichnis-systemanforderungen.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1007,IT.TA.LEVE,Verzeichnis Krankenhaeuser
konfigurierbare-leistung.biz.qs,QS-APP/BIZ,1536,IT.TA.LEBQ,Konfigurierbare Leistung
fusionsarchiv-beleg.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,762,IT.TA.KEGK,Fusionsarchiv
leistungsrueckforderung.leistung.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,831,IT.TA.WAVE,Pruefung der Leistungspflicht - PLP
integrierteversorgung.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,853,IT.TA.WAVE,Versorgungsangebot
generische-kostenerstattung.proc.qs,QS-APP/BIZ-TOP,1723,IT.PM.PJ,Generische Kostenerstattung
tk.sys.user,DEV-FRAMEWORK/CORE,316,IT.AF.FRW,Framework Server
tk.sys.dynamictkenum.qs,QS-FRAMEWORK/QS,494,IT.AF.FRW,Framework Server
mitgliederbeitrag-components.ui,DEV-APP/UI/COMPONENT,1178,IT.TA.BCRM,Mitgliederbeitrag
haeusliche-krankenpflege.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,922,IT.TA.LEBQ,Haeusliche Krankenpflege
rfc2445-4Mar,EXTERNAL/JAXFRONT,262,Unbekannt,Unbekannt
da-md-au.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,916,IT.TA.GL,Datenaustausch MD AU
hilfsmittelverzeichnis.ui,DEV-APP/UI/APPLICATION,1255,IT.TA.WAVE,Hilfsmittelverzeichnis
external-application.ui,DEV-APP/UI/EXTERNALAPPLICATION,1381,IT.AF.ARC,Anwendungs Infrastruktur
tk.sys.gui.test.suites,QS-FRAMEWORK/QS,544,IT.AF.FRW,Framework GUI
einstufungsverlauf.web.qs,QS-APP/WEB,1928,IT.TA.KEGK,Einstufungsverlauf
tkeasy-tuple-generator,EXTERNAL,63,Unbekannt,Unbekannt
konfigurierbare-leistung.ui,DEV-APP/UI/APPLICATION,1323,IT.TA.LEBQ,Konfigurierbare Leistung
tk.sys.services.tempfilestreaming,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,377,IT.AF.FRW,Framework EAI
gerichtsverzeichnis.biz.api,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,694,IT.TA.WAVE,Gerichtsverzeichnis
kieferorthopaedie-uebergreifend.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,984,IT.TA.ZED,Kieferorthopaedie
mbkarchiv.ui.qs,QS-APP/UI,1919,IT.TA.BCRM,Mitgliederbeitrag
tk.sys.util.jmx,DEV-FRAMEWORK/CORE,327,IT.AF.FRW,Framework Server
datenaustausch-eel.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,931,IT.TA.GL,DA Entgeltersatzleistungen
rechnungswesen.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1060,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
commons-io,EXTERNAL,228,Unbekannt,Unbekannt
eel.proc.qs,QS-APP/BIZ-TOP,1740,IT.TA.GL,Entgeltersatzleistungen
prozessereignismanager.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,658,IT.AF.PEP,Geschaeftsprozess
generische-kostenerstattung.ui.qs,QS-APP/UI,1754,IT.PM.PJ,Generische Kostenerstattung
osgi.annotation,EXTERNAL,49,Unbekannt,Unbekannt
beitrag.ui.qs,QS-APP/UI,1830,IT.TA.BCRM,"Beitragssaetze, Rechengroessen"
vertriebspartner.biz.qs,QS-APP/BIZ,1574,IT.TA.BCRM,Vertriebsmanagement
prozess.biz.qs.api,QS-APP/BIZ,1476,IT.AF.PEP,Geschaeftsprozess
au-steuerung.ui.qs,QS-APP/UI,1820,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
erv.biz.impl,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,737,IT.AF.PIM,Elektronischer Rechtsverkehr
tk.db.api,DEV-FRAMEWORK/API/DB-API,309,IT.AF.FRW,Framework Persistenz
begleiter.biz.qs,QS-APP/BIZ,1656,IT.TA.BCRM,CRM
tk.sys.gui.uiserver,DEV-FRAMEWORK/TKX-SERVER,439,IT.AF.FRW,Framework GUI
sozialversicherungsabkommen.ui,DEV-APP/UI/APPLICATION,1228,IT.TA.ZED,Leistungsaushilfe Ausland
einstufungsverlauf.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1443,IT.TA.KEGK,Einstufungsverlauf
tk.sys.cti,DEV-FRAMEWORK/TOOL,465,IT.AF.FRW,Framework GUI
tk.sys.eai.service,DEV-FRAMEWORK/EAI,408,IT.AF.FRW,Framework EAI
sap-eam-stammdaten.ui.qs,QS-APP/UI,1884,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
tk.batch.framework.qs,QS-FRAMEWORK/QS,507,IT.AF.FRW,Framework EAI
kassenwechselmeldungen.biz.qs,QS-APP/BIZ,1590,IT.TA.KMEL,Kassenwechselmeldungen
sozialhilfetraeger-abrechnung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,979,IT.TA.WAVE,Sozialhilfetraeger
tk.sys.boi.qs,QS-FRAMEWORK/QS,522,IT.AF.FRW,Framework Server
versichertenbestandsfuehrung.biz.qs,QS-APP/BIZ,1478,IT.TA.KEGK,Versichertenbestandsfuehrung
sonstiger-geschaeftspartner.ui.qs,QS-APP/UI,1888,IT.TA.KEGK,Geschaeftspartner
jetty-security,EXTERNAL,149,Unbekannt,Unbekannt
sonstige-leistung.ui.qs,QS-APP/UI,1866,IT.TA.LEBQ,Sonstige Leistungen
datenaustausch-eel.biz.qs,QS-APP/BIZ,1518,IT.TA.GL,DA Entgeltersatzleistungen
tk.sys.dynamictkenum.server,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,371,IT.AF.FRW,Framework Persistenz
duebak-meldungen.biz.qs,QS-APP/BIZ,1512,IT.TA.KMEL,Datenuebermittlung BA - DÜBAK
personalverzeichnis.ui,DEV-APP/UI/APPLICATION,1237,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
sozialausgleich-meldungen.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,787,IT.TA.KMEL,BBG-Meldungen
korrespondenz-parameterpanel.ui.qs,QS-APP/UI,1853,SK.KT.SGE,Standard-Schriftgut Kiss24
bonusprogramm.biz.qs.api,QS-APP/BIZ,1599,IT.TA.BCRM,CRM-Bonusprogramm
e-nachricht.biz.qs,QS-APP/BIZ,1530,IT.AF.PIM,e-Nachricht
sozv-meldungen.biz.qs,QS-APP/BIZ,1593,IT.TA.KMEL,SozV-Meldungen
sozialausgleich-meldungen.ui.qs,QS-APP/UI,1763,IT.TA.KMEL,BBG-Meldungen
proko-schriftgut-beispiel.biz.api,DEV-APP/BIZ/BSPL,1023,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
abr-sonst-leistungserbringer.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1033,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
duebak-meldungen.ui.qs,QS-APP/UI,1757,IT.TA.KMEL,Datenuebermittlung BA - DÜBAK
icdverzeichnis.ui,DEV-APP/UI/APPLICATION,1266,IT.TA.GL,ICD-Verzeichnis
behandlerverzeichnis.ui,DEV-APP/UI/APPLICATION,1250,IT.TA.WAVE,Behandler-Verzeichnis
da-aerzte-hzv.ui.qs,QS-APP/UI,1847,IT.TA.LEVE,DA Hausarztzentrierte Versorgung
tk-patientenquittung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,818,IT.TA.WAVE,TK-Patientenquittung
de.tk.txfs.api,EXTERNAL,58,Unbekannt,Unbekannt
testdatenmanagement.ui,DEV-APP/UI/TESTDATEN,1384,IT.BA.DOC,Testdatenmanagement
da-insolvenzgeld.biz.api,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,836,IT.TA.BCRM,Datenaustausch Insolvenzgeld
verordnung-util.biz.qs,QS-APP/BIZ,1539,IT.TA.ZED,Digitale Gesundheitsanwendung
vertriebspartner.ext.inbound.qs,QS-APP/EXTERN,1941,IT.TA.BCRM,Vertriebsmanagement
OsgiManifestBuilder,DEV-FRAMEWORK/INFRASTRUCTURE,475,IT.AF.FRW,Framework Server
indikationsverzeichnis.biz.qs,QS-APP/BIZ,1672,IT.TA.LEVE,Kur
pflegeversicherung.ui,DEV-APP/UI/APPLICATION,1335,IT.TA.PV,Pflegeversicherung
arbeitgeberbeitrag-systemanforderungen.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1008,IT.TA.BCRM,Arbeitgeberbeitrag
jfxrt,EXTERNAL,89,Unbekannt,Unbekannt
gson,EXTERNAL,236,Unbekannt,Unbekannt
